,1,2
1,T2,Informed_consent 19 80	parental permission and/or teen consent/assent as appropriate
2,T3,Value 90 101	16-25 years
3,T4,Person 105 108	age
4,R1,Has_value Arg1:T4 Arg2:T3
5,T5,Measurement 110 112	IQ
6,T6,Value 113 140	greater than or equal to 70
7,R2,Has_value Arg1:T5 Arg2:T6
8,T7,Observation 152 168	license to drive
9,T8,Observation 142 148;160 168	permit to drive
10,*,OR T8 T7
11,T9,Observation 170 185;201 208	ability to read English
12,T10,Observation 170 180;190 208	ability to understand English
13,*,OR T9 T10
0,T1,Observation 0 30	Inability to follow directions
1,T2,Observation 0 12;34 65	Inability to comprehend the English language
2,*,OR T2 T1
3,T3,Qualifier 67 73	Severe
4,T4,Qualifier 74 85	uncorrected
5,T5,Condition 96 114	auditory handicaps
6,T6,Condition 105 114;86 92	handicaps visual
7,*,OR T6 T5
8,T7,Scope 86 114	visual or auditory handicaps
9,R1,Has_qualifier Arg1:T7 Arg2:T4
10,R2,Has_qualifier Arg1:T7 Arg2:T3
11,T8,Temporal 125 137	at screening
12,T9,Temporal 125 127;141 149	at baseline
13,T10,Condition 116 124	Delirium
14,*,OR T8 T9
15,T11,Scope 125 149	at screening or baseline
16,R3,Has_scope Arg1:T10 Arg2:T11
17,T12,Procedure 151 168	Emergency surgery
0,T1,Person 0 3	Age
1,T2,Value 4 17	3 to 18 years
2,T3,Temporal 18 35	on day of surgery
3,R1,Has_value Arg1:T1 Arg2:T2
4,R2,Has_temporal Arg1:T1 Arg2:T3
5,T4,Condition 50 66	spinal deformity
6,T5,Temporal 68 78	undergoing
7,T6,Qualifier 79 87	elective
8,T7,Qualifier 88 103	posterior spine
9,T8,Procedure 104 139	multi-level instrumentation surgery
10,R3,Has_qualifier Arg1:T8 Arg2:T7
11,R4,Has_qualifier Arg1:T8 Arg2:T6
12,R5,Has_temporal Arg1:T8 Arg2:T5
0,T1,Condition 29 62	central nervous system metastases
1,T2,Qualifier 76 83	another
2,T3,Condition 84 94	malignancy
3,T4,Condition 103 113	Malignancy
4,T5,Procedure 114 142	treated with curative intent
5,T6,Negation 152 154	no
6,T7,Condition 161 175	active disease
7,R1,Has_negation Arg1:T7 Arg2:T6
8,T8,Temporal 184 216	for >=5 years prior to enrolment
9,T9,Reference_point 207 216	enrolment
10,R2,Has_index Arg1:T8 Arg2:T9
11,T10,Mood 221 243	felt to be at low risk
12,T11,Condition 248 258	recurrence
13,R3,Has_mood Arg1:T11 Arg2:T10
14,T12,Qualifier 286 296	Adequately
15,T13,Condition 305 333	non-melanomatous skin cancer
16,T14,Procedure 297 304	treated
17,R4,Has_qualifier Arg1:T14 Arg2:T12
18,T15,Condition 337 352	lentigo maligna
19,*,OR T13 T15
20,T16,Condition 361 380	evidence of disease
21,T17,Negation 353 360	without
22,R5,Has_negation Arg1:T16 Arg2:T17
23,T18,Qualifier 382 392	Adequately
24,T19,Procedure 393 400	treated
25,R6,Has_qualifier Arg1:T19 Arg2:T18
26,T20,Condition 401 427	cervical carcinoma in situ
27,T21,Negation 428 435	without
28,T22,Condition 448 455	disease
29,R7,Has_negation Arg1:T22 Arg2:T21
30,T23,Scope 305 352	non-melanomatous skin cancer or lentigo maligna
31,R8,AND Arg1:T23 Arg2:T14
32,R9,AND Arg1:T23 Arg2:T16
33,R10,AND Arg1:T20 Arg2:T19
34,R11,AND Arg1:T20 Arg2:T22
35,T24,Condition 457 492	Prostatic intraepithelial neoplasia
36,T25,Condition 513 528	prostate cancer
37,T26,Negation 493 500	without
38,T27,Mood 436 447	evidence of
39,R12,Has_mood Arg1:T22 Arg2:T27
40,T28,Mood 501 512	evidence of
41,R13,Has_mood Arg1:T25 Arg2:T28
42,R14,Has_negation Arg1:T25 Arg2:T26
43,R15,AND Arg1:T24 Arg2:T25
44,*,OR T20 T24 T23
45,R16,AND Arg1:T4 Arg2:T5
46,R17,AND Arg1:T4 Arg2:T7
47,R18,Has_temporal Arg1:T7 Arg2:T8
48,*,OR T4 T14
49,R19,Has_qualifier Arg1:T3 Arg2:T2
50,T29,Negation 95 101	except
51,T30,Scope 103 528	Malignancy treated with curative intent and with no known active disease present for >=5 years prior to enrolment and felt to be at low risk for recurrence by the treating physician; Adequately treated non-melanomatous skin cancer or lentigo maligna without evidence of disease; Adequately treated cervical carcinoma in situ without evidence of disease; Prostatic intraepithelial neoplasia without evidence of prostate cancer
52,R20,Has_negation Arg1:T30 Arg2:T29
53,R21,Has_scope Arg1:T3 Arg2:T30
54,T31,Condition 550 583	delayed hypersensitivity reaction
55,T32,Condition 537 546;558 583	immediate hypersensitivity reaction
56,*,OR T31 T32 T36
57,T33,Condition 587 599	idiosyncrasy
58,T34,Drug 603 642	drugs chemically related to panitumumab
59,T35,Drug 603 642;646 656	drugs chemically related to panitumumab excipients
60,*,OR T34 T35
61,T36,Scope 603 656	drugs chemically related to panitumumab or excipients
62,R22,AND Arg1:T36 Arg2:T33
63,T37,Procedure 706 743;751 767	anti-epidermal growth factor receptor antibody therapy
64,T38,Drug 775 786	panitumumab
65,T39,Drug 790 799	cetuximab
66,*,OR T39 T38
67,T40,Scope 775 799	panitumumab or cetuximab
68,R23,Subsumes Arg1:T37 Arg2:T40
69,T41,Procedure 745 749	EGFr
70,R24,Subsumes Arg1:T37 Arg2:T41
71,T42,Procedure 804 849	treatment with small molecule EGFr inhibitors
72,T43,Drug 857 866	gefitinib
73,T44,Drug 868 877	erlotinib
74,T45,Drug 879 888	lapatinib
75,*,OR T45 T44 T43
76,T46,"Scope 857 888	gefitinib, erlotinib, lapatinib"
77,R25,Subsumes Arg1:T42 Arg2:T46
78,*,OR T42 T37
79,T47,Procedure 892 909	Antitumor therapy
80,T48,Procedure 917 929	chemotherapy
81,T49,Procedure 931 947	hormonal therapy
82,T50,Procedure 949 962	immunotherapy
83,T51,Procedure 964 980	antibody therapy
84,T52,Procedure 982 994	radiotherapy
85,*,OR T52 T51 T50 T49 T48
86,T53,"Scope 917 994	chemotherapy, hormonal therapy, immunotherapy, antibody therapy, radiotherapy"
87,R26,Subsumes Arg1:T47 Arg2:T53
88,T54,Drug 1000 1021	investigational agent
89,T55,Procedure 1025 1032	therapy
90,T56,Temporal 1033 1079	<=30 days before first dose of study treatment
91,T57,Condition 1083 1120	not recovered from any acute toxicity
92,T58,Reference_point 1050 1079	first dose of study treatment
93,R27,Has_index Arg1:T56 Arg2:T58
94,*,OR T54 T55 T47
95,T59,"Scope 892 1032	Antitumor therapy (e.g., chemotherapy, hormonal therapy, immunotherapy, antibody therapy, radiotherapy), or investigational agent or therapy"
96,R28,Has_temporal Arg1:T59 Arg2:T56
97,*,OR T59 T57
98,T60,Temporal 1155 1183	<=30 days before study entry
99,T61,Qualifier 1123 1128	Other
100,T62,Procedure 1129 1154	investigational procedure
101,R29,Has_qualifier Arg1:T62 Arg2:T61
102,R30,Has_temporal Arg1:T62 Arg2:T60
103,T63,Condition 1197 1222	interstitial lung disease
104,T64,Condition 1224 1227	ILD
105,R31,Subsumes Arg1:T63 Arg2:T64
106,T65,Condition 1235 1259	interstitial pneumonitis
107,T66,Condition 1261 1279	pulmonary fibrosis
108,T67,Mood 1283 1294	evidence of
109,T68,Condition 1295 1298	ILD
110,T69,Temporal 1302 1310	baseline
111,T70,Procedure 1311 1336	chest computer tomography
112,R32,Has_temporal Arg1:T70 Arg2:T69
113,R33,Has_mood Arg1:T68 Arg2:T67
114,R34,AND Arg1:T70 Arg2:T68
115,*,OR T66 T70 T65
116,T71,"Scope 1235 1336	interstitial pneumonitis, pulmonary fibrosis or evidence of ILD on baseline chest computer tomography"
117,T72,Scope 1197 1228	interstitial lung disease (ILD)
118,R35,Subsumes Arg1:T72 Arg2:T71
119,T73,Non-query-able 1339 1381	Subject previously enrolled to this study.
120,T74,Condition 1394 1403	keratitis
121,T75,Condition 1405 1425	ulcerative keratitis
122,T76,Qualifier 1429 1435	severe
123,T77,Condition 1436 1443	dry eye
124,R36,Has_qualifier Arg1:T77 Arg2:T76
125,*,OR T77 T75 T74
126,T78,Procedure 1446 1459	Major surgery
127,T79,Procedure 1477 1495	general anesthesia
128,T80,Temporal 1497 1543	<=30 days before first dose of study treatment
129,T81,Reference_point 1514 1543	first dose of study treatment
130,R37,Has_index Arg1:T80 Arg2:T81
131,R38,AND Arg1:T78 Arg2:T79
132,R39,Has_temporal Arg1:T78 Arg2:T80
133,T82,Non-query-able 1545 1610	Subjects must have recovered from any surgery related toxicities.
134,T83,Procedure 1612 1636	Minor surgical procedure
135,T84,Procedure 1644 1655	open biopsy
136,R40,Subsumes Arg1:T83 Arg2:T84
137,T85,Temporal 1657 1702	<=7 days before first dose of study treatment
138,T86,Reference_point 1673 1702	first dose of study treatment
139,R41,Has_index Arg1:T85 Arg2:T86
140,R42,Has_temporal Arg1:T83 Arg2:T85
141,T87,Negation 1707 1714	not yet
142,T88,Condition 1715 1724	recovered
143,T89,Temporal 1730 1735	prior
144,T90,Procedure 1736 1749	minor surgery
145,R43,Has_temporal Arg1:T90 Arg2:T89
146,R44,Has_negation Arg1:T88 Arg2:T87
147,R45,AND Arg1:T88 Arg2:T90
148,*,OR T83 T88
149,T91,Qualifier 1927 1949	Clinically significant
150,T92,Condition 1950 1972	cardiovascular disease
151,T93,Condition 1984 2005	myocardial infarction
152,T94,Condition 2007 2022	unstable angina
153,T95,Condition 2036 2060	congestive heart failure
154,T96,Qualifier 2024 2035	symptomatic
155,R46,Has_qualifier Arg1:T95 Arg2:T96
156,T97,Qualifier 2062 2069	serious
157,T98,Qualifier 2070 2082	uncontrolled
158,T99,Condition 2083 2101	cardiac arrhythmia
159,R47,Has_qualifier Arg1:T99 Arg2:T98
160,R48,Has_qualifier Arg1:T99 Arg2:T97
161,T100,Temporal 2103 2132	<=6 months prior to enrolment
162,T101,Reference_point 2123 2132	enrolment
163,R49,Has_index Arg1:T100 Arg2:T101
164,*,OR T93 T94 T95 T99
165,T102,"Scope 1984 2101	myocardial infarction, unstable angina, symptomatic congestive heart failure, serious uncontrolled cardiac arrhythmia"
166,*,OR T92 T91
167,T103,Scope 1927 1972	Clinically significant cardiovascular disease
168,R50,Subsumes Arg1:T103 Arg2:T102
169,R51,Has_temporal Arg1:T103 Arg2:T100
170,T104,"Post-eligibility 2135 2447	History of any medical or psychiatric condition or laboratory abnormality that in the opinion of the investigator may increase the risk associated with the study participation or investigational product administration, compliance with the study procedures or may interfere with the interpretation of the results."
171,T105,Qualifier 2449 2457	Unstable
172,T106,Condition 2458 2476	pulmonary embolism
173,R52,Has_qualifier Arg1:T106 Arg2:T105
174,T107,Condition 2478 2498	deep vein thrombosis
175,T108,Qualifier 2503 2508	other
176,T109,Qualifier 2509 2520	significant
177,T110,Condition 2521 2529;2537 2557	arterial thromboembolic event
178,T111,Condition 2530 2557	venous thromboembolic event
179,T112,Temporal 2558 2604	<=30 days before first dose of study treatment
180,T113,Reference_point 2575 2604	first dose of study treatment
181,R53,Has_index Arg1:T112 Arg2:T113
182,*,OR T110 T111
183,T114,Scope 2521 2557	arterial/venous thromboembolic event
184,R54,Has_qualifier Arg1:T114 Arg2:T109
185,R55,Has_qualifier Arg1:T114 Arg2:T108
186,*,OR T106 T107 T114
187,T115,"Scope 2449 2557	Unstable pulmonary embolism, deep vein thrombosis, or other significant arterial/venous thromboembolic event"
188,R56,Has_temporal Arg1:T115 Arg2:T112
189,T116,Procedure 2612 2627	anticoagulation
190,A1,Optional T116
191,T117,Qualifier 2648 2654	stable
192,T118,Multiplier 2655 2671	therapeutic dose
193,R57,Has_qualifier Arg1:T118 Arg2:T117
194,T119,Temporal 2672 2710	prior to first dose of study treatment
195,T120,Reference_point 2681 2710	first dose of study treatment
196,*,OR T119 T120
197,R58,Has_multiplier Arg1:T116 Arg2:T118
198,R59,Has_temporal Arg1:T116 Arg2:T119
199,T121,Condition 2728 2736	pregnant
200,T122,Observation 2740 2754	breast feeding
201,T123,Observation 2771 2786	become pregnant
202,T124,Temporal 2787 2803	during treatment
203,T125,Temporal 2808 2868	within 2 months after the discontinuation of study treatment
204,T126,Reference_point 2830 2868	the discontinuation of study treatment
205,R60,Has_index Arg1:T125 Arg2:T126
206,T127,Reference_point 2794 2803	treatment
207,R61,Has_index Arg1:T124 Arg2:T127
208,T128,Scope 2787 2868	during treatment and within 2 months after the discontinuation of study treatment
209,*,OR T123 T122 T121
210,T129,"Scope 2728 2786	pregnant or breast feeding, or planning to become pregnant"
211,R62,Has_scope Arg1:T129 Arg2:T128
212,T130,Measurement 2886 2936	test(s) for human immunodeficiency virus infection
213,T131,Value 2877 2885	positive
214,R63,Has_value Arg1:T130 Arg2:T131
215,T132,Condition 3009 3018	infection
216,T133,Temporal 3002 3008	Active
217,R64,Has_temporal Arg1:T132 Arg2:T133
218,T134,Procedure 3029 3047	systemic treatment
219,T135,Condition 3055 3077	uncontrolled infection
220,T136,Temporal 3078 3126	<=14 days prior to first dose of study treatment
221,T137,Reference_point 3097 3126	first dose of study treatment
222,R65,Has_index Arg1:T136 Arg2:T137
223,R66,AND Arg1:T132 Arg2:T134
224,*,OR T132 T135
225,T138,Qualifier 3051 3054	any
226,R67,Has_qualifier Arg1:T135 Arg2:T138
227,T139,Scope 3002 3077	Active infection requiring systemic treatment or any uncontrolled infection
228,R68,Has_temporal Arg1:T139 Arg2:T136
229,T140,Condition 3164 3187	urinary tract infection
230,T141,Qualifier 3150 3163	uncomplicated
231,R69,Has_qualifier Arg1:T140 Arg2:T141
232,T142,Negation 3128 3149	with the exception of
233,T143,Condition 3191 3224	upper respiratory tract infection
234,R70,Has_qualifier Arg1:T143 Arg2:T141
235,*,OR T140 T143
236,T144,Scope 3150 3224	uncomplicated urinary tract infection or upper respiratory tract infection
237,R71,Has_negation Arg1:T144 Arg2:T142
238,R72,Has_scope Arg1:T139 Arg2:T144
239,T145,Post-eligibility 3228 3437	Subject has any kind of disorder that compromises the ability of the subject to give written informed consent and/or to comply with study procedures or is unwilling or unable to comply with study requirements.
240,T146,Mood 2759 2770	planning to
241,R73,Has_mood Arg1:T123 Arg2:T146
0,T1,Condition 11 32	serious complications
1,T2,Condition 34 55	cardiovascular events
2,T3,Condition 101 108;79 84	disease liver
3,T4,Condition 101 108;86 92	disease kidney
4,T5,Condition 96 108	lung disease
5,T6,Temporal 109 124	within 3 months
6,*,OR T4 T5 T3
7,T7,Qualifier 67 78	significant
8,T8,"Scope 79 108	liver, kidney or lung disease"
9,R1,Has_qualifier Arg1:T8 Arg2:T7
10,T9,"Scope 34 108	cardiovascular events and recent significant liver, kidney or lung disease"
11,*,OR T2 T8
12,R2,Has_temporal Arg1:T9 Arg2:T6
13,T10,"Scope 34 124	cardiovascular events and recent significant liver, kidney or lung disease within 3 months"
14,R3,Subsumes Arg1:T1 Arg2:T10
15,T11,Condition 127 146	high blood pressure
16,T12,Value 148 160	>160/100mmHg
17,T13,Measurement 132 146	blood pressure
18,R4,Has_value Arg1:T13 Arg2:T12
19,R5,Subsumes Arg1:T11 Arg2:T13
20,R6,multi Arg1:T11 Arg2:T13
21,T14,Condition 163 179	active infection
22,T15,Qualifier 181 190	secondary
23,T16,Condition 191 199	diabetes
24,R7,Has_qualifier Arg1:T16 Arg2:T15
25,T17,Condition 201 210	pregnancy
26,T18,Condition 212 225	alcohol abuse
27,T19,Condition 227 235	allergic
28,T20,Drug 239 261	GLP-1 receptor agonist
29,R8,AND Arg1:T19 Arg2:T20
0,T1,Measurement 0 19	ASA physical status
1,T2,Value 20 24	I-II
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Person 26 29	age
4,T4,Value 30 49	between 18-80 years
5,R2,Has_value Arg1:T3 Arg2:T4
6,T5,Drug 55 75	dNMB with rocuronium
7,T6,Procedure 83 116	ear nose and throat (ENT) surgery
8,R3,AND Arg1:T6 Arg2:T5
0,T1,Person 0 3	Age
1,T2,Value 4 17	over 18 years
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Measurement 20 41	General Condition WHO
4,T4,Value 42 43	0
5,T5,Value 45 46	1
6,T6,Value 50 51	2
7,*,OR T4 T5 T6
8,T7,"Scope 42 51	0, 1 or 2"
9,R2,Has_scope Arg1:T3 Arg2:T7
10,T8,Measurement 54 63	ASA Class
11,T9,Value 64 65	I
12,T10,Value 70 72	II
13,*,OR T9 T10
14,T11,Scope 64 72	I and II
15,R3,Has_scope Arg1:T8 Arg2:T11
16,T12,Mood 74 86	eligible for
17,T13,Procedure 110 119;87 97	treatment endoscopic
18,T14,Procedure 101 119	surgical treatment
19,*,OR T14 T13
20,T15,Qualifier 120 140	with curative intent
21,T16,Scope 87 119	endoscopic or surgical treatment
22,R4,Has_qualifier Arg1:T16 Arg2:T15
23,R5,Has_mood Arg1:T16 Arg2:T12
24,R6,AND Arg1:T16 Arg2:T8
25,T17,Procedure 143 165	Histological diagnosis
26,T18,Condition 180 210	glandular epithelial neoplasia
27,T19,Measurement 212 218	Vienna
28,T20,Value 219 230	4-1 to 4-46
29,R7,Has_value Arg1:T19 Arg2:T20
30,T21,Qualifier 169 179	high grade
31,R8,Subsumes Arg1:T21 Arg2:T19
32,R9,Has_qualifier Arg1:T18 Arg2:T21
33,R10,AND Arg1:T18 Arg2:T17
34,T22,Qualifier 242 252	multifocal
35,T23,Measurement 256 261	stage
36,T24,Value 262 263	0
37,R11,Has_value Arg1:T23 Arg2:T24
38,T25,Measurement 265 266	T
39,T26,Measurement 270 271	N
40,T27,Measurement 274 275	M
41,T28,Value 275 276	0
42,T29,Value 271 272	0
43,T30,Value 266 268	is
44,R12,Has_value Arg1:T25 Arg2:T30
45,R13,Has_value Arg1:T26 Arg2:T29
46,R14,Has_value Arg1:T27 Arg2:T28
47,T31,"Scope 265 276	Tis, N0, M0"
48,T32,Scope 256 263	stage 0
49,R15,Subsumes Arg1:T32 Arg2:T31
50,R16,Has_qualifier Arg1:T18 Arg2:T22
51,R17,AND Arg1:T18 Arg2:T23
52,T33,Qualifier 295 317	histological confirmed
53,T34,Qualifier 280 290;308 317	Endoscopic confirmed
54,T35,Condition 331 352	intestinal metaplasia
55,T36,Procedure 295 307	histological
56,T37,Procedure 280 290	Endoscopic
57,R18,multi Arg1:T33 Arg2:T36
58,R19,multi Arg1:T34 Arg2:T37
59,*,OR T34 T33
60,T38,Scope 280 317	Endoscopic and histological confirmed
61,R20,Has_scope Arg1:T35 Arg2:T38
62,T39,Qualifier 355 367	Histological
63,T40,Procedure 355 367	Histological
64,R21,multi Arg1:T39 Arg2:T40
65,T41,Multiplier 391 394	two
66,T42,Procedure 395 406	endoscopies
67,R22,Has_multiplier Arg1:T42 Arg2:T41
68,R23,AND Arg1:T39 Arg2:T42
69,T43,Procedure 412 420	biopsies
70,R24,AND Arg1:T42 Arg2:T43
71,T44,Multiplier 425 428	two
72,T45,Procedure 429 450	pathological readings
73,R25,Has_multiplier Arg1:T45 Arg2:T44
74,R26,AND Arg1:T39 Arg2:T45
75,T46,Condition 368 377	diagnosis
76,R27,Has_qualifier Arg1:T46 Arg2:T39
77,T47,Non-representable 452 599	biopsies should be carried out according to the protocol of the SFED (four-quadrant biopsies every cm) with at least once acetic acid for staining.
78,T48,Non-representable 600 671	Operators describe Barrett's esophagus using he SFED planimetric model.
79,T49,"Non-representable 672 808	The final exam will be no more than two months before the date of treatment and should have been achieved in investigator establishment,"
80,T50,"Non-representable 810 823	Minimum 1 cm,"
81,T51,Non-representable 825 839	Maximum 12 cm.
82,T52,Condition 845 860	resected lesion
83,T53,Qualifier 876 895	well differentiated
84,T54,Qualifier 900 922	confined to the mucosa
85,T55,Qualifier 924 934	m2 maximum
86,T56,Procedure 939 960	histological analysis
87,R28,AND Arg1:T56 Arg2:T52
88,R29,Has_qualifier Arg1:T52 Arg2:T53
89,R30,Subsumes Arg1:T54 Arg2:T55
90,R31,Has_qualifier Arg1:T52 Arg2:T54
91,T57,Condition 963 972	resection
92,T58,Temporal 983 1003	more than two months
93,R32,Has_temporal Arg1:T57 Arg2:T58
94,T59,Condition 1006 1015	resection
95,T60,Qualifier 1031 1065	macroscopically complete laterally
96,R33,Has_qualifier Arg1:T59 Arg2:T60
97,T61,Condition 1068 1077	resection
98,T62,Procedure 1093 1107	histologically
99,T63,Qualifier 1108 1125	complete in depth
100,R34,Has_qualifier Arg1:T61 Arg2:T63
101,R35,AND Arg1:T62 Arg2:T61
102,T64,Condition 1128 1137	resection
103,T65,Procedure 1153 1167	histologically
104,T66,Qualifier 1168 1186	complete laterally
105,R36,Has_qualifier Arg1:T64 Arg2:T66
106,T67,"Non-representable 1228 1367	that is to say with a clear margin of safety (margin may be high-grade dysplasia provided that the latter has not macroscopic translation),"
107,T68,Condition 1206 1226	microinvasive cancer
108,R37,AND Arg1:T66 Arg2:T68
109,T69,"Non-representable 1369 1551	At least one endoscopic and histologic follow-up should be conducted with dye in a period of less than two months before the date of treatment, and at the investigator establishment."
110,T70,Non-representable 1553 1641	Patient may take an inhibitor of proton pump equivalent to 2 times 40 mg of esomeprazole
111,T71,Qualifier 1683 1693	metastatic
112,T72,Qualifier 1662 1668	celiac
113,T73,Qualifier 1647 1658	mediastinal
114,T74,"Scope 1647 1693	mediastinal or celiac, or suspected metastatic"
115,T75,Condition 1694 1705	lymph nodes
116,T76,Procedure 1709 1712	EUS
117,T77,Negation 1644 1646	No
118,R38,Has_negation Arg1:T75 Arg2:T77
119,R39,Has_scope Arg1:T75 Arg2:T74
120,R40,AND Arg1:T76 Arg2:T75
121,T78,Observation 1715 1754	Affiliation to a social security system
122,T79,Negation 1768 1775	Lack of
123,T80,Observation 1776 1792;1801 1815	participation in clinical study
